Accession Number,EC,Species,Label,Enzyme,Reaction ID,Substrates,Products,Km,Kcat
WP_000089084.1,1.2.1.8,,R437,Betaine-aldehyde dehydrogenase,R02566,C00001; C00006; C00576,C00005; C00080; C00719,Km_C00005: 0.0372064337134361; Km_C00080: 0.653245747089386; Km_C00719: 1.1573011875152588; Km_C00001: 0.6838573813438416; Km_C00006: 0.57125; Km_C00576: 2.1525,Kcat_F: 11.94941118055741; Kcat_R: 7.0552498490680025
WP_000853869.1,4.1.2.40,,R438,Tagatose-bisphosphate aldolase,R01069,C03785,C00111; C00118,Km_C00111: 0.3685114681720733; Km_C00118: 0.360035628080368; Km_C03785: 0.1885120272636413,Kcat_F: 0.6206721158249169; Kcat_R: 8.68132972154032
WP_000639996.1,4.1.3.36,,R439,"1,4-dihydroxy-2-naphthoyl-coa synthase",R04150,C03160,C00010; C03657,Km_C00010: 0.0528705455362796; Km_C03657: 0.0310737546533346; Km_C03160: 0.0259,Kcat_F: 0.062; Kcat_R: 920.5437116084937
WP_000639996.1,4.1.3.36,,R440,"1,4-dihydroxy-2-naphthoyl-coa synthase",R07263,C03160,C00001; C15547,Km_C00001: 0.902006208896637; Km_C15547: nan; Km_C03160: 0.0259,Kcat_F: 0.062; Kcat_R: 117.73954028783044
WP_000332036.1,1.17.4.1,,R441,Ribonucleoside-diphosphate reductase,R04294,C00001; C00343; C04232,C00342; C03723,Km_C00342: nan; Km_C03723: nan; Km_C00001: 0.934629201889038; Km_C00343: nan; Km_C04232: nan,Kcat_F: 2.407397167751859; Kcat_R: nan
WP_000332036.1,1.17.4.1,,R442,Ribonucleoside-diphosphate reductase,R02017,C00001; C00206; C00343,C00008; C00342,Km_C00008: 0.0664956495165824; Km_C00342: nan; Km_C00001: 0.934629201889038; Km_C00206: 0.0323961302638053; Km_C00343: nan,Kcat_F: 6.191736339850891; Kcat_R: 11.849048161533236
WP_000332036.1,1.17.4.1,,R443,Ribonucleoside-diphosphate reductase,R02018,C00001; C00343; C01346,C00015; C00342,Km_C00015: 0.0959482789039611; Km_C00342: nan; Km_C00001: 0.934629201889038; Km_C00343: nan; Km_C01346: 0.0941062048077583,Kcat_F: 5.872392103238409; Kcat_R: 10.927426673246371
WP_000332036.1,1.17.4.1,,R444,Ribonucleoside-diphosphate reductase,R02019,C00001; C00343; C00361,C00035; C00342,Km_C00035: 0.0466758050024509; Km_C00342: nan; Km_C00001: 0.934629201889038; Km_C00343: nan; Km_C00361: 0.0352309495210647,Kcat_F: 1.4360528971792499; Kcat_R: 8.301348317750278
WP_000332036.1,1.17.4.1,,R445,Ribonucleoside-diphosphate reductase,R02024,C00001; C00343; C00705,C00112; C00342,Km_C00112: 0.0459927953779697; Km_C00342: nan; Km_C00001: 0.934629201889038; Km_C00343: nan; Km_C00705: 0.0393996275961399,Kcat_F: 7.728792466048425; Kcat_R: 8.115
WP_000332036.1,1.17.4.1,,R446,Ribonucleoside-diphosphate reductase,R08363,C00001; C04232; C16664,C03723; C16663,Km_C03723: nan; Km_C16663: 0.0283456798642873; Km_C00001: 0.934629201889038; Km_C04232: nan; Km_C16664: 0.0300162509083747,Kcat_F: 3.903034999630658; Kcat_R: 4.36819219091311
WP_000332036.1,1.17.4.1,,R447,Ribonucleoside-diphosphate reductase,R08364,C00001; C03170; C04232,C02090; C03723,Km_C02090: 0.0586467273533344; Km_C03723: nan; Km_C00001: 0.934629201889038; Km_C03170: 0.0542283132672309; Km_C04232: nan,Kcat_F: 33.03384676328455; Kcat_R: 19.531065425770237
WP_001217335.1,1.7.1.7,,R448,Gmp reductase,R01134,C00006; C00014; C00130,C00005; C00080; C00144,Km_C00005: 0.0147; Km_C00080: 1.416897535324097; Km_C00144: 0.096; Km_C00006: 0.041076548397541; Km_C00014: 2.002981424331665; Km_C00130: 0.0315641090273857,Kcat_F: 53.71167890667556; Kcat_R: 40.63557540785929
WP_000893272.1,1.2.1.41,,R449,Glutamate-5-semialdehyde dehydrogenase,R03313,C00006; C00009; C01165,C00005; C00080; C03287,Km_C00005: 0.0395607948303222; Km_C00080: 0.6570638418197632; Km_C03287: 0.3075428307056427; Km_C00006: 0.11499999999999999; Km_C00009: 1.6577695608139038; Km_C01165: 2.5,Kcat_F: 9.454818467058582; Kcat_R: 17.390773304083144
WP_001291990.1,2.4.2.22,,R450,Xanthine phosphoribosyltransferase,R02142,C00013; C00655,C00119; C00385,Km_C00119: 0.139; Km_C00385: 0.0174; Km_C00013: 0.1115644797682762; Km_C00655: 0.0299797561019659,Kcat_F: 0.0028437310598746; Kcat_R: 131.0
WP_001291990.1,2.4.2.22,,R451,Xanthine phosphoribosyltransferase,R01229,C00013; C00144,C00119; C00242,Km_C00119: 0.139; Km_C00242: 0.0043; Km_C00013: 0.1115644797682762; Km_C00144: 0.0278131384402513,Kcat_F: 0.0018394265860148; Kcat_R: 112.0
WP_000493947.1,2.5.1.9,,R452,Riboflavin synthase,R00066,C04332,C00255; C04732,Km_C00255: 0.0047340374439954; Km_C04732: 0.0116168120875954; Km_C04332: 0.0070090745575726,Kcat_F: 0.00833; Kcat_R: 0.28685528704340785
WP_001058802.1,1.1.1.2,,R453,Alcohol dehydrogenase (nadp+),R07328,C00006; C00069,C00005; C00071; C00080,Km_C00005: 0.0710215047001838; Km_C00071: nan; Km_C00080: 3.6933674812316895; Km_C00006: 0.2128855735063552; Km_C00069: nan,Kcat_F: 5.299930475224825; Kcat_R: 6.0782210344446606
WP_001058802.1,1.1.1.2,,R454,Alcohol dehydrogenase (nadp+),R00625,C00006; C00226,C00005; C00071; C00080,Km_C00005: 0.0710215047001838; Km_C00071: nan; Km_C00080: 3.6933674812316895; Km_C00006: 0.2128855735063552; Km_C00226: nan,Kcat_F: 5.299930475224825; Kcat_R: 6.0782210344446606
WP_001058802.1,1.1.1.2,,R455,Alcohol dehydrogenase (nadp+),R00746,C00006; C00469,C00005; C00080; C00084,Km_C00005: 0.0710215047001838; Km_C00080: 3.6933674812316895; Km_C00084: 28.47; Km_C00006: 0.2128855735063552; Km_C00469: 5.769504070281982,Kcat_F: 5.412864016430387; Kcat_R: 29.78911051722233
WP_001058802.1,1.1.1.2,,R456,Alcohol dehydrogenase (nadp+),R01041,C00006; C00116,C00005; C00080; C00577,Km_C00005: 0.0710215047001838; Km_C00080: 3.6933674812316895; Km_C00577: 2.0403003692626958; Km_C00006: 0.2128855735063552; Km_C00116: 5.371451377868652,Kcat_F: 4.9737615100305685; Kcat_R: 6.9810084437683635
WP_001058802.1,1.1.1.2,,R457,Alcohol dehydrogenase (nadp+),R05231,C00006; C06103,C00005; C00080; C06102,Km_C00005: 0.0710215047001838; Km_C00080: 3.6933674812316895; Km_C06102: 0.6012388467788696; Km_C00006: 0.2128855735063552; Km_C06103: 0.6955471634864807,Kcat_F: 3.5228650745893386; Kcat_R: 5.040035190685751
WP_001151604.1,1.1.1.95,,R458,Phosphoglycerate dehydrogenase,R01513,C00003; C00197,C00004; C00080; C03232,Km_C00004: 0.0265331845730543; Km_C00080: 0.6843859553337097; Km_C03232: 0.0022500000000000003; Km_C00003: 0.0669576823711395; Km_C00197: 1.1,Kcat_F: 4.0780098981244715; Kcat_R: 0.771191645565167
WP_001151604.1,1.1.1.95,,R459,Phosphoglycerate dehydrogenase,R08198,C00003; C02630,C00004; C00026; C00080,Km_C00004: 0.0265331845730543; Km_C00026: 2.575; Km_C00080: 0.6843859553337097; Km_C00003: 0.0669576823711395; Km_C02630: 0.2274773865938186,Kcat_F: 0.2625871391307796; Kcat_R: 1.5896916455651668
WP_001302318.1,2.7.2.8,,R460,Acetylglutamate kinase,R02649,C00002; C00624,C00008; C04133,Km_C00008: 0.2207695543766021; Km_C04133: 0.4858562052249908; Km_C00002: 0.2271919995546341; Km_C00624: 0.75,Kcat_F: 14.869211996673835; Kcat_R: 18.48773248190758
WP_001109486.1,3.1.2.6,,R461,Hydroxyacylglutathione hydrolase,R04090,C00001; C03899,C00051; C02929,Km_C00051: 0.1909514516592025; Km_C02929: nan; Km_C00001: 1.413865327835083; Km_C03899: nan,Kcat_F: 3.9181322308951687; Kcat_R: 45.16141593216052
WP_001109486.1,3.1.2.6,,R462,Hydroxyacylglutathione hydrolase,R01736,C00001; C03451,C00051; C00256,Km_C00051: 0.1909514516592025; Km_C00256: 0.7024336457252502; Km_C00001: 1.413865327835083; Km_C03451: 0.1638289839029312,Kcat_F: 60.57738024993432; Kcat_R: 45.42217898824219
WP_000866792.1,6.3.4.13,,R463,Phosphoribosylamine-glycine ligase,R04144,C00002; C00037; C03090,C00008; C00009; C03838,Km_C00008: 0.0317241661250591; Km_C00009: 0.4642644226551056; Km_C03838: 0.1589317768812179; Km_C00002: 0.0398926846683025; Km_C00037: 0.3697212934494018; Km_C03090: 0.07,Kcat_F: 3.1624124800830913; Kcat_R: 2.9344528264330267
WP_000816234.1,2.1.1.45,,R464,Thymidylate synthase,R02101,C00143; C00365,C00364; C00415,Km_C00364: 0.0240106210112571; Km_C00415: 0.0220599044114351; Km_C00143: 0.3; Km_C00365: 0.3,Kcat_F: 0.23091843008519553; Kcat_R: 0.5548728914513387
WP_001170661.1,5.3.1.8,,R465,Mannose-6-phosphate isomerase,R00772,C00275,C00085,Km_C00085: 0.3925930261611938; Km_C00275: 0.4541164636611938,Kcat_F: 17.48686850879774; Kcat_R: 17.920771808056955
WP_001170661.1,5.3.1.8,,R466,Mannose-6-phosphate isomerase,R01819,C00275,C05345,Km_C05345: 0.782; Km_C00275: 0.4541164636611938,Kcat_F: 17.48686850879774; Kcat_R: 17.920771808056955
WP_000131757.1,2.4.2.17,,R467,Atp phosphoribosyltransferase,R01071,C00013; C02739,C00002; C00119,Km_C00002: 0.0582592338323593; Km_C00119: 0.1005633622407913; Km_C00013: 0.1354909092187881; Km_C02739: 0.096474714577198,Kcat_F: 0.13582424067987026; Kcat_R: 0.4588985260451745
WP_000337081.1,6.3.5.4,,R468,Asparagine synthase (glutamine-hydrolysing),R00256,C00001; C00064,C00014; C00025,Km_C00014: 0.8683215975761414; Km_C00025: 0.753711462020874; Km_C00001: 0.533058226108551; Km_C00064: 0.542225182056427,Kcat_F: 1.2745223542169692; Kcat_R: 1.6232639811665472
WP_000337081.1,6.3.5.4,,R469,Asparagine synthase (glutamine-hydrolysing),R00483,C00002; C00014; C00049,C00013; C00020; C00152,Km_C00013: 0.2345962077379226; Km_C00020: 0.0655528903007507; Km_C00152: 0.5820345878601074; Km_C00002: 0.0722086578607559; Km_C00014: 0.8683215975761414; Km_C00049: 0.9285638928413392,Kcat_F: 1.427939326126315; Kcat_R: 0.6079873961839598
WP_000337081.1,6.3.5.4,,R470,Asparagine synthase (glutamine-hydrolysing),R00578,C00001; C00002; C00049; C00064,C00013; C00020; C00025; C00152,Km_C00013: 0.2345962077379226; Km_C00020: 0.0655528903007507; Km_C00025: 0.753711462020874; Km_C00152: 0.5820345878601074; Km_C00001: 0.533058226108551; Km_C00002: 0.0722086578607559; Km_C00049: 0.9285638928413392; Km_C00064: 0.542225182056427,Kcat_F: 1.0556027235086445; Kcat_R: 0.6150095895266668
WP_000219193.1,3.6.4.13,,R471,Rna helicase,R00086,C00001; C00002,C00008; C00009,Km_C00008: 0.0557547956705093; Km_C00009: 0.7606785893440247; Km_C00001: 0.2324516326189041; Km_C00002: 0.0495986901223659,Kcat_F: 2.2557374925043607; Kcat_R: 1.3302352411999885
WP_000224573.1,2.7.4.22,,R472,Ump kinase,R00158,C00002; C00105,C00008; C00015,Km_C00008: 0.0834627971053123; Km_C00015: 0.1283641159534454; Km_C00002: 0.0876340642571449; Km_C00105: 0.71,Kcat_F: 87.54193876432903; Kcat_R: 105.07921607936409
WP_000818411.1,2.5.1.16,,R473,Spermidine synthase,R01920,C00134; C01137,C00170; C00315,Km_C00170: 0.0070684584788978; Km_C00315: 0.0465605743229389; Km_C00134: 0.0778; Km_C01137: 0.0022,Kcat_F: 1.4079801572117632; Kcat_R: 1.243528913948393
WP_000818411.1,2.5.1.16,,R474,Spermidine synthase,R02869,C00315; C01137,C00170; C00750,Km_C00170: 0.0070684584788978; Km_C00750: 0.0384454615414142; Km_C00315: 0.0465605743229389; Km_C01137: 0.0022,Kcat_F: 1.3552496566610381; Kcat_R: 1.1420901701769997
WP_000818411.1,2.5.1.16,,R475,Spermidine synthase,R08359,C01137; C01672,C00170; C16565,Km_C00170: 0.0070684584788978; Km_C16565: nan; Km_C01137: 0.0022; Km_C01672: 0.0586770474910736,Kcat_F: 1.4140623939981265; Kcat_R: 1.119545855265346
WP_000354622.1,6.4.1.2,,R476,Acetyl-coa carboxylase,R00742,C00002; C00024; C00288,C00008; C00009; C00083,Km_C00008: 0.0415352247655391; Km_C00009: 0.312815397977829; Km_C00083: 0.1; Km_C00002: 0.0314382389187812; Km_C00024: 0.0237396769225597; Km_C00288: 0.2594982087612152,Kcat_F: 0.26705086851380355; Kcat_R: 0.21057309930185056
WP_000354622.1,6.4.1.2,,R477,Acetyl-coa carboxylase,R04386,C00024; C04419,C00083; C06250,Km_C00083: 0.1; Km_C06250: nan; Km_C00024: 0.0237396769225597; Km_C04419: nan,Kcat_F: 0.5012963592686307; Kcat_R: 0.1670047591030329
WP_000998544.1,2.6.1.33,,R478,"Dtdp-4-amino-4,6-dideoxy-d-glucose transaminase",R02773,C00026; C04268,C00025; C11907,Km_C00025: 1.799565076828003; Km_C11907: 0.14; Km_C00026: 0.22; Km_C04268: 0.032,Kcat_F: 5.152292031425368; Kcat_R: 5.793689943640422
WP_000998544.1,2.6.1.33,,R479,"Dtdp-4-amino-4,6-dideoxy-d-glucose transaminase",R02772,C00010; C00026; C06018,C00024; C00025; C11907,Km_C00024: 0.0475364103913307; Km_C00025: 1.799565076828003; Km_C11907: 0.14; Km_C00010: 0.0697174444794654; Km_C00026: 0.22; Km_C06018: 0.1613687425851822,Kcat_F: 5.776223807912516; Kcat_R: 6.01751684297499
WP_000872833.1,1.5.3.2,,R480,N-methyl-l-amino-acid oxidase,R01264,C00001; C00007; C03148,C00027; C00067; C00151,Km_C00027: 2.7601633071899414; Km_C00067: 0.5440020561218262; Km_C00151: nan; Km_C00001: 1.3269617557525637; Km_C00007: 0.1306862086057663; Km_C03148: nan,Kcat_F: 16.228491043806173; Kcat_R: 237.23154696266064
WP_001298007.1,3.6.1.23,,R481,Dutp diphosphatase,R02100,C00001; C00460,C00013; C00365,Km_C00013: 0.040756057947874; Km_C00365: 0.0445759929716587; Km_C00001: 0.3897890448570251; Km_C00460: 3333.50031,Kcat_F: 5.868158906659001; Kcat_R: 0.16480387537317986
WP_000166449.1,1.20.4.1,,R482,Arsenate reductase (glutathione/glutaredoxin),R05747,C07292; C11215,C06697; C07293,Km_C06697: 2.247138977050781; Km_C07293: nan; Km_C07292: 0.0042; Km_C11215: 8.0,Kcat_F: 0.3; Kcat_R: nan
WP_000785116.1,6.3.2.13,,R483,"Udp-n-acetylmuramoyl-l-alanyl-d-glutamate-2,6-diaminopimelate ligase",R02788,C00002; C00680; C00692,C00008; C00009; C04877,Km_C00008: 0.081256479024887; Km_C00009: 0.4925166070461273; Km_C04877: 0.0637643337249755; Km_C00002: 0.0777079164981842; Km_C00680: 10.0; Km_C00692: 0.097,Kcat_F: 0.4468866520400648; Kcat_R: 0.5257426553290871
WP_001284618.1,1.8.4.12,,R484,Peptide-methionine (r)-s-oxide reductase,R07607,C00001; C00343; C03023,C00342; C15653,Km_C00342: nan; Km_C15653: 0.0103004593402147; Km_C00001: 0.5156084299087524; Km_C00343: nan; Km_C03023: nan,Kcat_F: 4.026646169094677; Kcat_R: 6.745091725425055
WP_000473109.1,2.8.1.1,,R485,Thiosulfate sulfurtransferase,R01931,C00177; C00320,C00094; C01755,Km_C00094: 0.4610843360424042; Km_C01755: 0.8935180902481079; Km_C00177: 0.3543616533279419; Km_C00320: 1.142263889312744,Kcat_F: 1.1885394074514466; Kcat_R: 1.5025031569683382
WP_000004655.1,5.2.1.8,,R486,Peptidylprolyl isomerase,R04273,C03798,C03633,Km_C03633: nan; Km_C03798: nan,Kcat_F: nan; Kcat_R: nan
WP_000197884.1,5.1.1.1,,R487,Alanine racemase,R00401,C00041,C00133,Km_C00133: 0.6595; Km_C00041: 2.5519306659698486,Kcat_F: 51.508886881079256; Kcat_R: 5.783
WP_001354020.1,2.5.1.61,,R488,Hydroxymethylbilane synthase,R00084,C00001; C00931,C00014; C01024,Km_C00014: 0.8859236836433411; Km_C01024: 0.0036996186245232; Km_C00001: 0.3245229423046112; Km_C00931: 0.0152724916115403,Kcat_F: 0.9226052756107542; Kcat_R: 14.980087418884537
WP_000765749.1,2.5.1.18,,R489,Glutathione transferase,R03522,C00051; C01322,C00462; C02320,Km_C00462: nan; Km_C02320: nan; Km_C00051: 0.2236906737089157; Km_C01322: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R490,Glutathione transferase,R07093,C00051; C14859,C01327; C14864,Km_C01327: 0.4986531436443329; Km_C14864: nan; Km_C00051: 0.2236906737089157; Km_C14859: nan,Kcat_F: 3.716250068497281; Kcat_R: 1.2623497865080244
WP_000765749.1,2.5.1.18,,R491,Glutathione transferase,R07094,C00051; C14865,C01327; C14863,Km_C01327: 0.4986531436443329; Km_C14863: nan; Km_C00051: 0.2236906737089157; Km_C14865: nan,Kcat_F: 3.716250068497281; Kcat_R: 1.2623497865080244
WP_000765749.1,2.5.1.18,,R492,Glutathione transferase,R07100,C00051; C06790,C01327; C14868,Km_C01327: 0.4986531436443329; Km_C14868: nan; Km_C00051: 0.2236906737089157; Km_C06790: 0.3781614601612091,Kcat_F: 2.596565015219686; Kcat_R: 1.2623497865080244
WP_000765749.1,2.5.1.18,,R493,Glutathione transferase,R07113,C00051; C00080; C11088,C13645; C14874,Km_C13645: nan; Km_C14874: nan; Km_C00051: 0.2236906737089157; Km_C00080: 0.4962896406650543; Km_C11088: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R494,Glutathione transferase,R07116,C00051; C14870,C13645; C14871,Km_C13645: nan; Km_C14871: nan; Km_C00051: 0.2236906737089157; Km_C14870: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R495,Glutathione transferase,R08511,C00051; C00726,C01326; C02320,Km_C01326: 1.2647552490234375; Km_C02320: nan; Km_C00051: 0.2236906737089157; Km_C00726: nan,Kcat_F: 3.716250068497281; Kcat_R: 0.2034396400909404
WP_000765749.1,2.5.1.18,,R496,Glutathione transferase,R08512,C00051; C16738,C00059; C02320,Km_C00059: 0.8065561652183533; Km_C02320: nan; Km_C00051: 0.2236906737089157; Km_C16738: 0.0255834218114614,Kcat_F: 2.192117607057314; Kcat_R: 0.1130388302397885
WP_000765749.1,2.5.1.18,,R497,Glutathione transferase,R07002,C00051; C14786,C14791,Km_C14791: nan; Km_C00051: 0.2236906737089157; Km_C14786: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R498,Glutathione transferase,R07003,C00051; C14787,C14793,Km_C14793: nan; Km_C00051: 0.2236906737089157; Km_C14787: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R499,Glutathione transferase,R07004,C00051; C14787,C14792,Km_C14792: nan; Km_C00051: 0.2236906737089157; Km_C14787: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R500,Glutathione transferase,R07023,C00051; C14802,C14803,Km_C14803: nan; Km_C00051: 0.2236906737089157; Km_C14802: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R501,Glutathione transferase,R07024,C00051; C14802,C14804,Km_C14804: nan; Km_C00051: 0.2236906737089157; Km_C14802: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R502,Glutathione transferase,R07025,C00051; C14800,C14805,Km_C14805: nan; Km_C00051: 0.2236906737089157; Km_C14800: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R503,Glutathione transferase,R07026,C00051; C14800,C14806,Km_C14806: nan; Km_C00051: 0.2236906737089157; Km_C14800: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R504,Glutathione transferase,R07069,C00051; C14839,C14847,Km_C14847: nan; Km_C00051: 0.2236906737089157; Km_C14839: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R505,Glutathione transferase,R07070,C00051; C14840,C14848,Km_C14848: nan; Km_C00051: 0.2236906737089157; Km_C14840: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R506,Glutathione transferase,R07083,C00051; C14851,C14855,Km_C14855: nan; Km_C00051: 0.2236906737089157; Km_C14851: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R507,Glutathione transferase,R07084,C00051; C14852,C00001; C14856,Km_C00001: 0.5144957304000854; Km_C14856: nan; Km_C00051: 0.2236906737089157; Km_C14852: nan,Kcat_F: 3.716250068497281; Kcat_R: 1.0281295158250308
WP_000765749.1,2.5.1.18,,R508,Glutathione transferase,R07091,C00051; C14858,C14861,Km_C14861: nan; Km_C00051: 0.2236906737089157; Km_C14858: nan,Kcat_F: 3.716250068497281; Kcat_R: nan
WP_000765749.1,2.5.1.18,,R509,Glutathione transferase,R07092,C00051; C14857,C01327; C14865,Km_C01327: 0.4986531436443329; Km_C14865: nan; Km_C00051: 0.2236906737089157; Km_C14857: nan,Kcat_F: 3.716250068497281; Kcat_R: 1.2623497865080244
WP_000765749.1,2.5.1.18,,R510,Glutathione transferase,R08280,C00051; C07645,C00001; C11583,Km_C00001: 0.5144957304000854; Km_C11583: 0.1180640012025833; Km_C00051: 0.2236906737089157; Km_C07645: 0.0898684114217758,Kcat_F: 1.8939561835935823; Kcat_R: 0.62365437685755
WP_000765749.1,2.5.1.18,,R511,Glutathione transferase,R09409,C00051; C19586,C11278,Km_C11278: nan; Km_C00051: 0.2236906737089157; Km_C19586: 0.0360435284674167,Kcat_F: 1.8683882604708357; Kcat_R: nan
WP_000301651.1,1.1.1.1,,R512,Alcohol dehydrogenase,R07326,C00003; C00069,C00004; C00071; C00080,Km_C00004: 0.0402331762015819; Km_C00071: nan; Km_C00080: 0.5695337653160095; Km_C00003: 0.1001726910471916; Km_C00069: nan,Kcat_F: 19.69812440972971; Kcat_R: 29.555349305319307
WP_000301651.1,1.1.1.1,,R513,Alcohol dehydrogenase,R00623,C00003; C00226,C00004; C00071; C00080,Km_C00004: 0.0402331762015819; Km_C00071: nan; Km_C00080: 0.5695337653160095; Km_C00003: 0.1001726910471916; Km_C00226: nan,Kcat_F: 19.69812440972971; Kcat_R: 29.555349305319307
WP_000301651.1,1.1.1.1,,R514,Alcohol dehydrogenase,R00754,C00003; C00469,C00004; C00080; C00084,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C00084: 1.3478457927703855; Km_C00003: 0.1001726910471916; Km_C00469: 1.8174835443496704,Kcat_F: 21.996154137484147; Kcat_R: 20.595970771959752
WP_000301651.1,1.1.1.1,,R515,Alcohol dehydrogenase,R02124,C00003; C00473,C00004; C00080; C00376,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C00376: 0.0137424720451235; Km_C00003: 0.1001726910471916; Km_C00473: 0.0124236615374684,Kcat_F: 10.164158029674956; Kcat_R: 15.699301735724173
WP_000301651.1,1.1.1.1,,R516,Alcohol dehydrogenase,R04805,C00003; C05444,C00004; C00080; C05445,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C05445: 0.0282410141080617; Km_C00003: 0.1001726910471916; Km_C05444: 0.0305960215628147,Kcat_F: 17.77958661135159; Kcat_R: 24.69833565388384
WP_000301651.1,1.1.1.1,,R517,Alcohol dehydrogenase,R04880,C00003; C05576,C00004; C00080; C05577,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C05577: 0.0315212346613407; Km_C00003: 0.1001726910471916; Km_C05576: 0.0409419424831867,Kcat_F: 10.228493628099672; Kcat_R: 17.26012557113699
WP_000301651.1,1.1.1.1,,R518,Alcohol dehydrogenase,R05233,C00003; C06611,C00004; C00080; C06613,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C06613: 0.273868203163147; Km_C00003: 0.1001726910471916; Km_C06611: 0.5013850331306458,Kcat_F: 13.301075248419663; Kcat_R: 18.209552341533062
WP_000301651.1,1.1.1.1,,R519,Alcohol dehydrogenase,R05234,C00003; C06612,C00004; C00080; C16348,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C16348: nan; Km_C00003: 0.1001726910471916; Km_C06612: 0.5013850331306458,Kcat_F: 13.301075248419663; Kcat_R: 29.555349305319307
